text,song,artist
"Now warning lights are flashing down at Quality Control  
Somebody threw a spanner and they threw it in a hole  
There's rumors in the loading bay and anger in the town  
Somebody blew the whistle and the walls are closing down  
There's a meeting in the boardroom they're trying to trace the smell  
There's leaking in the washroom there's a stinking personnel  
Somewhere in the corridors someone was heard to sneeze  
'Goodness me could this be Industrial Disease?  
  
The caretaker was crucified for sleeping at his post  
They're refusing to be pacified it's him they blame the most  
The watchdog's got rabies the foreman's got fleas  
And everyone's concerned about Industrial Disease  
There's panic on the switchboard tongues are in knots  
Some come out in sympathy some come out in spots  
Some blame the management some the employees  
Everybody knows it's the Industrial Disease  
  
The work force is disgusted downs tools and walks  
Innocence is injured experience just talks  
Everyone seeks damages and everyone agrees  
That these are 'classic symptoms of a monetary squeeze'  
On ITV and BBC they talk about the curse  
Philosophy is useless, theology is worse  
History boils over there's an economics freeze  
  
Sociologists invent words that mean 'Industrial Disease'  
Doctor Parkinson declared 'I'm not surprised to see you here  
You've got smokers cough from smoking, brewer's droop from drinking beer  
I don't know how you came to get the Betty Davis ease  
But worst of all young man you've got Industrial Disease'  
  
He wrote me a prescription he said 'you are depressed  
But I'm glad you came to see me to get this off your chest  
Come back and see me later - next patient please  
Send in another victim of Industrial Disease'  
I go down to Speaker's Corner I'm thunderstruck  
They got free speech, tourists, police in trucks  
Two men say they're Jesus one of them must be wrong  
There's a protest singer singing a protest song - he says  
They want to have a war to keep their factories  
They want to have a war to keep us on our knees  
They want to have a war to stop us buying Japanese  
They want to have a war to stop Industrial Disease  
They're pointing out the enemy to keep you deaf and blind  
They want to sap your energy, incarcerate your mind  
They give you Rule Brittania, gassy beer, page three  
Two weeks in Espana and Sunday striptease'  
Meanwhile the first Jesus says 'I'd cure it soon  
Abolish Monday mornings and Friday afternoons'  
The other one's out on hunger strike he's dying by degrees  
How come Jesus gets Industrial Disease?

",Industrial Disease,Dire Straits
"I'm not one to look behind I know that times must change  
But over there in Barrytown they do things very strange  
And though you're not my enemy  
I like things like they used to be  
And though you'd like some company  
I'm standing by myself  
Go play with someone else  
I can see by what you carry that you come from Barrytown  
  
Don't believe I'm taken in by stories I have heard  
I just read the Daily News and swear by every word  
And don't think that I'm out of line  
For speaking out for what is mine  
I'd like to see you do just fine  
But look at what you wear  
And the way you cut your hair  
  
I can see by what you carry that you come from Barrytown  
  
In the beginning we recall that the word was hurled  
Barrytown people got to be from another world  
  
Leave me or I'll be just like the others you will meet  
They won't act as kindly if they see you on the street  
And don't you scream or make a shout  
It's nothing you can do about  
It was there where you came out  
It's a special lack of grace  
I can see it in your face  
  
I can see by what you carry that you come from Barrytown

",Barrytown,Steely Dan
"Remember me  
Don't you forget me, child  
We are all only here  
Just for a little while  
  
Do you remember the girl?  
The girl that you were dating  
Keep all your ?  
And then you walked away  
  
Oh yes, he did now  
Oh yes, he did  
  
You remember when you were sick  
You were cripple and you were lame  
I stood by your bed time till you  
Were on your feet again  
  
Oh yes, I did now  
Oh yes, I did  
  
Oh, somewhere oh down the line  
You are gonna see this little heart of mine  
Is so large, so wonderful, so true  
  
Oh now, somewhere  
Brighter days you're gonna see  
What a big mistake that you made  
  
I said I'm a begging you  
I said I'm a begging you  
I said I'm pleading, pleading, pleading  
  
Remember me  
Don't you forget me, child  
We are all only here  
Just for a little while  
  
Oh yes, we're here now, oh yes, we're here  
I need a little of your love everyday  
I need you to sit and to talk to me right now  
  
Every second, every minute, every hour of the day  
I need you to hold my little trembling hand  
I need you to just stand right by  
Oh, my, my, my

",Remember Me,Otis Redding
"Up every morning long before day  
Cooking her breakfast alone  
She quietly dresses  
And pulls up the shade  
And sits in the chair by the phone  
  
But nobody ever comes by anymore  
Nobody ever calls  
Most days she sits and just stares  
At the windows and walls  
Windows and walls  
  
Children all married  
Husband's passed on  
Nothing but time on her hands  
Most of her mornings  
Are spent in her dreams  
Or making her sad little plans  
  
Maybe she'll go to the corner today  
And pick up the new McCall's  
If just to escape for an hour  
From her windows and walls  
Windows and walls  
Windows and walls  
  
The clock on the mantel  
Chiming the hours  
Must be the loneliest sound  
She washes her dishes  
And waters her flowers  
And afterwards has to sit down  
  
Sometimes she still  
Can remember a child  
Playing with china dolls  
Now all that she's left  
Are these memories  
And windows and walls  
Windows and walls  
Windows and walls  
Windows and walls  

",Windows And Walls,Dan Fogelberg
"One, two, three, four  
  
Girl, on the edge flippin' off the lamp  
There'll be an end darling to your endless night  
On the other side of the street.  
Yea, the light on your portrait and the light in your face  
And you'll be looking for another pretty place  
Baby, this side of the street.  
  
Well, keep dreaming baby that your desire brings and girl  
I know the sadness that you find in things, it's true  
Well, baby if you can't take the heat, what can I do?  
  
Well, you and your poetry and your boku world  
Behind the face you hide the face of a modern girl  
On the other side of the street.  
Yea, you've got the look as if you owe the world  
Therefore, you go out there and say what you can earn  
On the wrong side of the street.  
  
Well, you tire of every day bringing the same and so you  
Go out looking for some strange new games  
Well, pretty soon you don't know the score anymore.  
  
All right now... (guitar break)  
  
I know the danger that your desire brings  
And I know the strangeness that you'll find  
Wait and it will seem straighter for you and for me.  
Well, turn on the end and baby turn off the lamps  
There'll be an end darling to this endless night  
On the other side of the street.  
  
Yea, and everyday well it just brings the same  
You started looking for some very strange new games  
On the wrong side of the street.  
Well, you and your desires lead to confusion  
Well, walk away as I don't follow your illusions  
And see, open your eyes and see, girl.  
  
All right...

",English Sons,Bruce Springsteen
"(Hey man) oh leave me alone you know  
(Hey man) oh Henry, get off the phone, I gotta  
(Hey man) I gotta straighten my face  
This mellow thighed chick just put my spine out of place  
  
(Hey man) my schooldays insane  
(Hey man) my works down the drain  
(Hey man) she's a total blam-blam  
She said she had to squeeze it but she... and then she...  
  
[Chorus:]  
Oh don't lean on me man, cause you cant afford the ticket  
I'm back from suffragette city  
Oh don't lean on me man  
'Cause you ain't got time to check it  
You know my suffragette city  
It's outta sight... she's all right  
  
(Hey man) Ah Henry, don't be unkind, go away  
(Hey man) I can't take you this time, no way  
(Hey man) Doogie don't crash here  
Theres only room for one and here she comes, here she comes  
  
[Chorus]  
  
Oh don't lean on me man, cause you cant afford the ticket  
I'm back from suffragette city  
Oh don't lean on me man  
'Cause you ain't got time to check it  
You know my suffragette city  
  
[Chorus]  
  
Suffragette city, suffragette city  
Suffragette city, I'm back  
  
Oh, wham bam thank you ma'am!  
A suffragette city, suffragette city, suffragette city  
One, two, three...  
Suffragette!

",Suffragette City,Poison
"The greatest times, I've ever known  
They're locked inside o' me  
And carved out of stone  
  
I've broken hearts  
Made people sing  
I've drove a million miles  
I've done everything  
  
I'm a rocker, oh oh  
Do as I feel as I say  
I'm a rocker, oh oh  
And no one can take that away  
  
Bring on the night  
That's when I live  
I come alive inside  
Give all I can give  
  
I live each day  
Like it's my last  
I live for rock and roll  
I never look back  
  
I'm a rocker, oh oh  
Do as I feel as I say  
I'm a rocker, oh oh  
And no one can take that away  
  
I'm a rocker  
And I'm always revvin' up  
I'm a rocker  
I can never get enough  
I'm a rocker  
It's something in my blood  
I'm a rocker  
Wouldn't change it even if I could  
  
I'm a rocker, oh oh  
Do as I feel as I say  
I'm a rocker, oh oh  
And no one can take that away

",I'm A Rocker,Judas Priest
"Take the jib sail down boys take the jib sail down  
Turn this ship around boys before we run aground  
The fish aren't bitin' today boys fish aren't bitin' today  
I'm gonna lay on my bunk and get drunk as a sunk cause the fish aren't bitin'
today  
  
There's six foot waves and my stomach craves some good old Antiguan Rum  
I took some away for a rainy day and the rain she is startin' to come now  
Take the jib sail down boys...  
  
There's a northern wind and the lights are dim like a good fresh Cuban cigar  
I got me a hunch where there might be a bunch in the Captain's pickle jar  
So take the jib sail down boys...  
[ guitar ]  
The fish aren't bitin' today boys...

",Fish Aren't Biting Today,David Allan Coe
"Well I came by your house the other day, your mother said you went away  
She said there was nothing that I could have done  
There was nothing nobody could say  
Me and you weve known each other ever since we were sixteen  
I wished I would have known I wished I could have called you  
Just to say goodbye bobby jean  
  
Now you hung with me when all the others turned away turned up their noise  
We liked the same music we liked the same bands we liked the same clothes  
We told each other that we were the wildest, the wildest things wed ever  
Seen  
Now I wished you would have told me I wished I could have talked to you  
Just to say goodbye bobby jean  
  
Now we went walking in the rain talking about the pain from the world we hid  
Now there aint nobody nowhere nohow gonna ever understand me the way you did  
Maybe you'll be out there on that road somewhere  
In some bus or train traveling along  
In some motel room therell be a radio playing  
And you'll hear me sing this song  
Well if you do you'll know I'm thinking of you and all the miles in between  
And I'm just calling one last time not to change your mind  
But just to say I miss you baby, good luck goodbye, bobby jean

",Bobby Jean,Bruce Springsteen
"How 'bout a round of applause?  
Standin' ovation  
Oh  
Yeah yeah yeah yeah yeah  
  
You look so dumb right now  
Standin' outside my house  
Tryin' to apologize  
You're so ugly when you cry  
(Please)  
Just cut it out  
  
Don't tell me you're sorry cause you're not  
Baby when I know you're only sorry you got caught  
  
[Chorus]  
But you put on quite a show  
You really had me goin'  
But now it's time to go  
Curtains finally closin'  
That was quite a show  
Very entertaining  
But it's over now  
Go on and take a bow  
  
Grab your clothes and get gone  
(You better hurry up)  
Before the sprinklers come on  
Talkin' 'bout ""Girl, I love you you're the one""  
This just looks like a re-run  
(Please)  
What else is on?  
  
And don't tell me you're sorry cause you're not  
Baby when I know you're only sorry you got caught  
  
[Chorus]  
  
And the award for the best liar goes to you  
For makin' me believe  
That you could be  
Faithful to me  
Let's hear your speech out  
Oh  
  
How 'bout a round of applause?  
Standin' ovation  
  
[Chorus]  
  
But it's over now

",Take A Bow,Rihanna
"When I'm feelin' lonely  
And I'm far away from home  
I just sing out your name  
Like a one word song  
  
In a moment of weakness  
When I need to be strong  
I just sing out your name  
Like a one word song  
  
And the thought of you  
Brings a soulful melody  
And passion and trust  
And a healing harmony  
  
When I count my blessings  
There is one that stands alone  
And I sing out your name  
Like a one word song  
  
And the thought of you  
Brings a soulful melody  
And passion and trust  
And a healing harmony  
  
And when I lose my way  
I get back where I belong  
When I sing out your name  
Like a one word song  
  
Yeah I sing out your name  
Like a one word song.

",One Word Song,Randy Travis
"And if you see him  
Tell him I miss him  
Tell him I feel so bad  
For messing up what we had  
And if you see him  
Tell him I'm sorry  
And I regret the day  
I let him walk away  
And I want to be by his side  
And I need his love and pride  
And I need him  
And if you see him  
Tell him I'm begging  
I'll do a song and dance  
Just for a second chance  
And if you see him  
Tell him just how I look  
The circles underneath my eyes  
The make up don't seem to hide  
And I stay awake every night  
And I pray that he just might walk in  
And love me  
Walk in and love me  
I miss him more than he'll ever know  
Tell him he was  
My everything  
He was more than just a flame  
And I need him  
I miss him  
And if you see him  
Tell him my fire  
No, it's just won't burn  
Till the day that he returns  
And I want to be by his side  
And I need his love and pride  
And if you see him  
Tell him I'm begging

",And If You See Him,Diana Ross
"Verse 1:  
Lost and stranded  
Empty handed  
Broken down and all alone  
Your mercy, it entered  
Into darkness  
And enfolded us in love  
  
Pre-Chorus:  
We give You all we are  
For the glory of Your name  
We give all we are  
For Your praise  
  
Verse 2:  
Just a glimmer  
Of Your glory  
And the Earth falls to it's knees  
You level the mountains  
With a whisper  
And You calm the raging seas  
  
Pre-Chorus:  
We give You all we are  
For the glory of Your name  
We give all we are  
For Your praise  
  
Chorus:  
Let the Earth come to life  
In the light of Heaven's glow  
And the streets sound with joy  
As the shackles lose their hold  
  
You laid down Your life  
For one and all  
So we give all we are  
To You alone  
  
Verse 3:  
This means freedom  
For the captives  
And good news for those in need  
You message, is justice  
And compassion  
God of Love and Prince of Peace  
  
Pre-Chorus:  
We give You all we are  
For the glory of Your name  
We give all we are  
For Your praise  
  
Chorus:  
Let the Earth come to life  
In the light of Heaven's glow  
And the streets sound with joy  
As the shackles lose their hold  
  
You laid down Your life  
For one and all  
So we give all we are  
To You alone, you alone  
  
Bridge:  
With one voice we sing Hallelujah  
All the Earth cry out Hallelujah  
With the angels sing Hallelujah  
Jesus Christ is King  
  
Chorus:  
Let the Earth come to life  
In the light of Heaven's glow  
And the streets sound with joy  
As the shackles lose their hold  
  
You laid down Your life  
For one and all  
So we give all we are  
To You alone  
  
We give everything  
To you alone  
We give everything  
To you alone  
We give everything  
To you alone  
We give everything

",Glow,Hillsong
"Each day I live  
I want to be  
A day to give  
The best of me  
I'm only one  
But not alone  
My finest day  
Is yet unknown  
  
I broke my heart  
Fought every gain  
To taste the sweet  
I face the pain  
I rise and fall  
Yet through it all  
This much remains  
  
I want one moment in time  
When I'm more than I thought I could be  
When all of my dreams are a heartbeat away  
And the answers are all up to me  
Give me one moment in time  
When I'm racing with destiny  
Then in that one moment of time  
I will feel  
I will feel eternity  
  
I've lived to be  
The very best  
I want it all  
No time for less  
I've laid the plans  
Now lay the chance  
Here in my hands  
  
Give me one moment in time  
When I'm more than I thought I could be  
When all of my dreams are a heartbeat away  
And the answers are all up to me  
Give me one moment in time  
When I'm racing with destiny  
Then in that one moment of time  
I will feel  
I will feel eternity  
  
You're a winner for a lifetime  
If you seize that one moment in time  
Make it shine  
  
Give me one moment in time  
When I'm more than I thought I could be  
When all of my dreams are a heartbeat away  
And the answers are all up to me  
Give me one moment in time  
When I'm racing with destiny  
Then in that one moment of time  
I will be  
I will be  
I will be free  
I will be  
I will be free

",One Moment In Time,Whitney Houston
"Warm and lovely mystery,  
Fire smiling through  
Before this moment fades away  
I want to know you  
I've got lightening in my pocket,  
Thunder in my shoe  
Have no fear I've got something here  
I want to show you  
  
Low, under the falling sky  
Easily we will lie  
While I bring it to you  
  
It's a low road, a high wire  
Going from me to you  
And in your eyes  
The distance left is closing  
I've got a feeling in my oceans  
Blood underneath my skin  
That into your bright fields  
This prison is opening  
  
Low, under the falling sky  
Easily we will lie  
While I bring it to you  
  
Our shadows wake each day  
Though they don't know why  
They hope and try -- live and die  
So leave them in their frozen world  
Come and be my lover  
If only for one stolen moment  
We will live forever  
  
Warm and lovely mystery,  
Can you hear the choir?  
Voices can no longer hold my desire  
Abandon your sad history  
And meet me in the fire  
Our angels wait  
To take us higher and higher  
Higher and higher  
  
Low, under the falling sky  
Easily we will lie  
While I bring it to you

",Under The Falling Sky,Jackson Browne
"Oh Mary was unhappy with the life that she led  
She was a simple girl without much to say  
So one day she upped and left her dreary home  
And she left all her friends to wander all alone  
And at first she was afraid, she was so far away  
From her home but slowly she got to like it anyway  
  
Oh Mary won't you please come  
Mary won't you please come  
Mary won't you please come  
  
Well in time she found  
That mountain that she had been taught  
Her whole life, that she must avoid  
And though at first it hurt, and no one could comfort her  
She finally came to appreciate it  
And she liked it, she liked it--oh wasn't she surprised  
And though still alone, she grew so much inside  
  
Oh Mary won't you please come  
Mary won't you please come  
Mary won't you please come  
  
And after a time, she became so sublime  
She could look in people's eyes and read their minds  
Though her hands would sometimes bleed and occasionally  
She would long for her past and the memories they bring  
She decided to return to her old home town  
And her heart was burning with all the things she found  
  
Oh Mary won't you please come  
Mary won't you please come  
Mary won't you please come  
Please come home  
  
So Mary came back and at first no one recognized her face  
And her friends were all a little bit afraid  
When they heard what she had to say  
They all slowly backed away  
And her family took her aside and put their arms around her  
They said:  
Mary, won't you please come back to us now  
There is still time to repent for all your sins  
And Mary started to cry when she realized  
That she'd never come home again in her life  
  
Oh Mary won't you please come  
Mary won't you please come  
Mary won't you please come  
Please come home  
Come home, yeah yeah yeah  
Come home, home  
Come home, yeah yeah yeah  
Come home, yeah yeah yeah  
Come home, home  
Come home, yeah yeah yeah  
Come home, yeah yeah yeah  
Yeah yeah yeah, yeah yeah yeah  
Yeah yeah yeah, yeah yeah....

",Mary,Oingo Boingo
"Just an ordinary song  
To a special girl like you  
From a simple guy  
Who's so in love with you  
  
I may not have much to show  
No diamonds a glow  
No limousines  
To take you where you go  
  
But if you ever find yourself  
Tired of all the games you play  
When the world seems so unfair  
You can count on me to stay  
Just take sometime to lend an ear  
To this ordinary song  
  
Just an ordinary song  
To a special girl like you  
From a simple guy  
Who's so in love with you  
  
I don't even have the looks  
To make you glance my way  
The clothes I wear  
May just seem so absurd  
  
But deep inside of me is you  
You give life to what I do  
All those years may see you thru  
Still I'll be waiting here for you  
If you have time  
Pls lend an ear to this ordinary song  
  
Just an ordinary song  
To a special girl like you  
From a simple guy  
Who's so in love with you...

",Ordinary Song,David Pomeranz
"Don't you drink with me ''cause you know that I'm a loser.  
And I'm proud of that fact as you can plainly see.  
Never did what people said. I should've.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.  
  
I spend my life working up a sweat to be a bad boy.  
Getting girls into trouble every day.  
Going from town to town.  
Now I tell you I've been around.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.  
  
Lay it on me, yeah,  
Don't you drink with me 'cause I tell you that I'm a loser.  
And I'm proud of that fact as you can plainly see.  
Going from town to town. Now I tell you I've been around.  
I'm just a low down critter who never did any good.  
I'm just a low down critter who never did any good.

",Lay It On Me,Bee Gees
"Reed  
  
I'm waiting for my man, 26 dollars in my hand  
Up to lexington 125  
Feel sick and dirty, more dead than alive  
I'm waiting for my man  
  
Hey, white boy, whatyou doing uptown  
Hey, white boy, you chasing our women around?  
Oh pardon me sir, it's the furthest of my mind  
L'm just lookin for a dear, dear friend of mine  
I'm waiting for my man  
  
Here he comes, he's all dressed in black,  
Beat up shoes and a big straw hat  
He's never early, he's always late  
First thing you learn is thatyou always got to wait  
I'm waiting for my man  
  
Up to brownstone, up three flights of stairs  
Everybody' s pinnedyou but nobody cares  
He's got the works, gives you sweet taste  
Oh, then you gotta split  
Because he's got no time to waste, ah  
I'm waiting for my man  
  
Baby don'tyou holler  
Darling don 'tyou bawl and shout  
I'm feeling good, I'm gonna work it on out  
I'm feeling good, I'm feeling oh so fine  
Until tomorrow, but that's just another time  
I'm waiting for my man

",Waiting For The Man,Iggy Pop
"Is there a better way  
Is there a better way  
Is there a better way ahead  
Or just another day  
  
Theres got to be a way  
To make a better day  
Im gonna find away  
To make a better day  
  
Youre never gonna be the one to hold me down  
Youre never gonna be the one to hold me down  
There never was a better way with you around  
No matter what I do  
Do what you got to do  
But do it now because the the time  
Is running out on you  
  
Youve got to find a way  
To make a better day  
Youve got to live and learn  
To fight another day  
  
Im never gonna be the one who put you down  
Im never gonna be the one who put you down  
You never know there may be someone in the crowd  
There may be someone in the crowd  
  
Is there a better way  
Is there a better way  
Is there a better way ahead  
Or just another day  
  
Maybe youll never know  
A better way to go  
Ive got a feeling  
You dont really want to know  
  
Ill never let you be the one to hold me down  
Ill never let you be the one to hold me down  
There never was a better way with you around  
There never was a better way  
  
Ill never let you be the one to hold me down  
Ill never let you be the one to hold me down  
There never was a better way with you around  
There never was a better way  

",Is There A Better Way,Status Quo
"You've got a life somewhere without me  
I've gone on without you  
It hasn't been easy getting used to  
Being lonely and tonight is an all night blue  
And I wonder how you look and who looks at you  
In your nightgown  
I can almost feel your body  
Your warm and loving body when I lay down  
Chorus:  
It's an all night blue  
Remembering you  
It's an all night blue  
Wondering who's loving you ... all night  
Well it hurts me to see that you're  
Happy without me cause I still need you  
I just drank up my heart  
Set it empty on the table 'cause I  
Ain't got nothing better to do  
Still I wonder how you look and  
Who looks at you every morning  
I can still feel your warm breath  
You kissing me on the chest  
I'm just dreaming  
Chorus  

",All Night Blue,John Prine
"I thought I would just have to say  
I need to meet you I will await the day  
I hear your voice so hear me out  
I need to stand up and and take a shout  
And say to god I will pray  
That you will come back to me and stay  
And stay for the reasons I love you  
And you should know by now my love is true  
So don't ask me these simple things  
Ill give you my love and dimond rings  
If you can just come over and talk to me  
And no lovin if you want just walk wit me  
I just want to see your pretty face  
Cause your face brings everyone grace  
And I wish you would never leave  
But no your gone I sit and plead  
To god that you will come back to me  
And we can live happily  
But that will never happen anytime  
But I say I love you and I wish you were mine

",I Love You,Puff Daddy
"1, 2, 3  
This is gonna be funky  
  
How come all the pretty girls like you are taken baby  
I've been looking for someone like you to save me  
Life's to easy to be so damn complicated  
Take your time and I'll be waitin'  
  
Keep me in mind  
Somewhere down the road you might get lonely  
Keep me in mind  
And I pray someday that you will love me only  
  
I think about you some days  
And the way I would lay and waste a day after day with you  
We always go our separate ways  
But no-one can love you baby the way I do  
  
Keep me in mind  
Somewhere down the road you might get lonely  
Keep me in mind  
And I pray someday that you will love me only  
  
Well the world can be real tough  
Find shelter in me  
If there's no-one else to love  
Keep me in mind  
  
If ever you wanted me, I'll be your man  
I'd be a fool to let you go with someone else  
Whatever you want from me, I'll be your man  
I'd give it all up just to have you for myself  
  
Keep me in mind  
Somewhere down the road you might get lonely  
Keep me in mind  
And I pray someday that you will love me only  
  
Well the world can be real tough  
Why don't you hold on to me  
When there's no-one else to love  
Keep me in mind  
(Keep me in mind)  
And I'll hold you darling  
(Keep me in mind)  
I'll be your man  
(Keep me in mind)  
I'll hold you darling  
(Keep me in mind)  
C'mon little mama  
Put it on me

",Keep Me In Mind,Zac Brown Band
"Back when we were young everybody came to see us  
Everybody wanted to be us back when we were young  
We loved each other so all our friends told one another  
And we even told each other back when we were young  
  
It was laughin' it was dancin'  
I was cigarettes and bourbon flavored kisses  
It was alligator shoes and new blue suits  
And anything that money wishes  
It was sittin' up all night and waitin'  
For the dawn to bring another wondrous day  
It was holding hands and thinking  
That tomorrow is a million years away  
  
Back when we were young everybody came to see us  
Everybody wanted to be us back when we were young  
We loved each other so all our friends told one another  
And we even told each other back when we were young  
  
It was rolling seventh of a time  
And thinking it was never ever gonna end  
Back then we even thought of time itself  
As being something as a passing friend  
It was buyin' one another things we didn't need  
And birthdays were so corny  
Back then we even had some friends  
Live as far away as California  
Back when we were young

",Back When We Were Young,Tom T. Hall
"Igziabeher  
Let jah be praised  
Negusa neghast  
Let jah be praised  
Me don e-ah lamb  
Let jah be praised  
Let him be praised(3x)  
  
He water'eth the hills  
From his chambers  
And the earth is satisfied  
So satisfied  
He make'th the grass to grow for animals  
Jah made the herb for man  
Jah made the herb for man  
Jah made the herb for man  
  
Fret not thyself  
Because of evildoers  
Neither be thou envious  
Against the workers of inequity  
For they shall soon be cut down  
  
Cut down like grass  
And they shall wither like corn  
Let jah arise  
And let all his enemies be scattered  
Let them that hate jah  
Now scat up shut up butt up and flat up  
  
As the smoke was driven away  
Jah, drive them away  
As the rocks melted  
Let them be melted jah-jah  
  
Igziabeher  
Let jah be praised  
You don e-ah lamb  
Let jah be praised  
  
Negusa neghast  
Let jah be praised  
Let him be praised(4x)  
  
Ah lightning  
Earthquake  
Brimstone  
For the fire  
I said lightning  
Brimstone and fire  
  
Igziabeher  
Weakheart scat up shut up flat up and butt out  
I feel it  
Weakheart feel it  
Kill them dead before them spread

",Igziabeher (Let Jah Be Praised),Peter Tosh
"He bought two-fifths of lead free gasoline  
Said, the bottle is dusty, but my engine is clean  
He bought a nice blue suit with the money he could find  
If his bride didn't like it, St Peter wouldn't mind  
  
Now I lie here so out-of-breath  
And over-opiated  
Maybe I couldn't catch up, no but  
Maybe he could have waited  
  
Well the medicine man started seeing red  
You think the snake just dreams up the poison in his head  
Addicted to approval, addicted to the air  
It was see if you like it or see you up there

",Opiated,Tragically Hip
"When I sleep  
I have dreams about the way we used to kiss  
About the way you used to hold me  
And say nothin' would ever harm me  
When we first met  
Oh how you charmed me  
Made me smile when I was down  
Big pimpin' around the town  
You and me  
Whenever they'd see you  
They'd see me  
A lover and a friend to me you were  
How did it end  
How it hurts  
To not have you in my life  
when I won't even be alright  
  
[Bridge]  
You never know what you have  
Till its gone  
Treated you wrong  
For so long  
Now you're gone away  
But the love still is here  
  
[Chorus]  
Still  
I still got love for you  
Still  
After what we been through  
Still  
I gave my heart to you  
And baby you're the only one  
  
There's never men like you  
Still  
That can come close to you  
Still  
Once I said I love you  
I knew you'd be the only one  
  
A good man you were to me  
Always there to care  
Would do anything in this world for me  
Didn't matter, what, when, or where  
You were there  
I never thought we'd part from the arguments we'd start  
When I just wanted to get some attention  
And I'm sorry baby for bitchin  
If I could take back the words  
That I said to make you leave  
I'd be down on bended knees  
That's when you'd take me  
Forgive me  
  
You never know what you have  
Till it's gone  
Treated you wrong  
For so long  
Now you're gone away  
But the love still is here  
  
[Chorus]  
  
All of the good times we had together (together)  
Do they mean somethin' to you  
Do you ever wish we never split (never)  
Still got love for you  
  
[Chorus: x2]

",Still,Jennifer Lopez
"Said that you love me  
Thought that it was true  
You said that you needed me  
And baby I believe that too  
I thought that you were shy  
But you put me straight  
With the wink of your eye  
I should have known better  
I know  
But now my hand's in my pocket  
Every time I see you cry  
  
People think that you're so sweet  
But they don't know you  
Quite like I do  
I guess they think  
I'm a lucky guy  
But you're not fooling  
Everybody  
  
You can have my credit card  
Baby  
But keep your red hot fingers  
Off my heart  
Lady  
All I know is what I see  
You're getting what you want  
Girl  
It ain't just me  
No matter how you cry  
I'm not giving any love away  
Do you think I'm crazy  
All I know is what I see  
But what can I do  
When you pretend that you're in love with me  
Baby  
  
You tell me you love me  
'cause I know that it's not true  
Just tell me  
You need my money  
Girl  
You know I'll give it to you  
Between the ocean and sky  
There are things  
That you can't buy  
And if you look you'll see  
One of them is me  
Take your hands out of my pockets  
Dig until the day you die  
  
People think that you're so sweet  
But they don't know you  
Quite like I do  
I guess they think  
I'm a lucky guy  
But you're not fooling  
Everybody  
  
You can have my credit card  
Baby  
But keep your red hot fingers  
Off my heart  
Lady  
All I know is what I see  
You're getting what you want  
Girl  
It ain't just me  
No matter how you cry  
I'm not giving any love away  
Do you think I'm crazy  
All I know is what I see  
But what can I do  
When you pretend that you're in love with me  
Baby  
  
They don't know you  
Quite like I do  
And you're not fooling  
Anybody  
You can have my credit card  
Baby  
But keep your red hot fingers  
Off my heart  
Lady  
All I know is what I see  
You're getting what you want  
Girl  
It ain't just me  
No matter how you cry  
I'm not giving any love away  
Do you think I'm crazy  
All I know is what I see  
But what can I do  
When you pretend that you're in love with me  
Baby

",Credit Card Baby,George Michael
"Holy cow! I think I've got one here  
Now just what am I supposed to do?  
I've got a number of irrational fears  
That I'd like to share with you  
  
First, there's rules about old goats like me  
Hangin' 'round with chicks like you -but I do like you-  
And another one: you say ""like"" too much  
  
But I'm shaking at your touch  
I like you way too much  
My baby, I'm afraid I'm falling for you  
'N I'd do about anything to get the hell out alive  
Or maybe I would rather settle down with you  
  
Holy moly, baby, wouldn't you know it?  
Just as I was bustin' loose  
I gotta go turn in my rock star card  
And get fat and old with you  
'Cause I'm a burning a candle you're a gentle month  
Teaching me to lick a little bit kinder  
And I do like you - you're the lucky one  
No! I'm the lucky one  
  
Holy Sweet goddamn! You left your cello in the basement  
I admired the glowing the stars  
And tried to play a tune'  
  
I can't believe how bad I suck, it's true  
What could you possibly see in little ol' 3-chord me?  
But it's true - you like me, I like you too  
I'm ready, let's do it baby

",Falling For You,Weezer
"Can't get no this  
And I can't get no that  
Can't get no you know  
I don't even know where it's at  
Ain't got the smoke, and, uh, ain't no booze  
Got them low-down, dried-out desert blues, yes, I do  
Um, a George Carlin said I had to go  
Just what he wanted I did not know  
I'm over here, dug in so far from home  
Lookin' all around, try and see what's going on  
I got the sand in my collar  
Got the sand in my hair  
Got it in my pockets  
Got it everywhere  
I got sand in my shirt  
Got it in my shoes  
Got them low-down, dried-out desert blues, yes, I do, how, how, how  
Joined up in the army  
Where it was hard to find  
End up over here, got my ass on the line  
But I'll be right here until my work is done  
If I get back home, I hope I never see no more guns  
Here across the ocean  
I left some of my good friends behind  
I hope somebody's thinking about me  
Especially that sweet, little woman of mine  
Can't get no this  
And I can't get no that  
Can't get no you know  
I don't even know where it's at  
Sand in my collar  
Got the sand in my hair  
Got it in my pockets  
Got it everywhere  
I got sand in my shirt  
Got it in my shoes  
Got them low-down, dried-out desert blues  
Yes, I do

",Desert Blues,Allman Brothers Band
